subject	group	syllable	usage	treat
6	2	28	0.007765	LSD_0.3
22	0	29	0.020054	Saline
23	1	29	0.017816	LSD_0.1
16	0	29	0.004705	Saline
18	2	29	0.012028	LSD_0.3
24	2	29	0.007667	LSD_0.3
19	0	29	0.016350	Saline
17	1	29	0.012791	LSD_0.1
13	0	29	0.026236	Saline
3	2	29	0.008779	LSD_0.3
20	1	29	0.005311	LSD_0.1
21	2	29	0.027700	LSD_0.3
2	1	29	0.014857	LSD_0.1
10	0	29	0.013734	Saline
4	0	29	0.012335	Saline
8	1	29	0.007616	LSD_0.1
9	2	29	0.009759	LSD_0.3
15	2	29	0.008513	LSD_0.3
1	0	29	0.022199	Saline
14	1	29	0.017675	LSD_0.1
7	0	29	0.011152	Saline
12	2	29	0.011301	LSD_0.3
11	1	29	0.015765	LSD_0.1
5	1	29	0.014877	LSD_0.1
6	2	29	0.013805	LSD_0.3
22	0	30	0.015040	Saline
23	1	30	0.003330	LSD_0.1
16	0	30	0.013985	Saline
18	2	30	0.009659	LSD_0.3
24	2	30	0.005833	LSD_0.3
19	0	30	0.012928	Saline
17	1	30	0.021535	LSD_0.1
13	0	30	0.018914	Saline
3	2	30	0.011352	LSD_0.3
20	1	30	0.010478	LSD_0.1
21	2	30	0.030241	LSD_0.3
2	1	30	0.001182	LSD_0.1
10	0	30	0.004524	Saline
4	0	30	0.003715	Saline
8	1	30	0.007362	LSD_0.1
9	2	30	0.032111	LSD_0.3
15	2	30	0.000250	LSD_0.3
1	0	30	0.042723	Saline
14	1	30	0.020431	LSD_0.1
7	0	30	0.002494	Saline
12	2	30	0.002422	LSD_0.3
11	1	30	0.000179	LSD_0.1
5	1	30	0.008436	LSD_0.1
6	2	30	0.014452	LSD_0.3
22	0	31	0.002121	Saline
23	1	31	0.003330	LSD_0.1
16	0	31	0.003137	Saline
18	2	31	0.013304	LSD_0.3
24	2	31	0.024833	LSD_0.3
19	0	31	0.000951	Saline
17	1	31	0.002753	LSD_0.1
13	0	31	0.019321	Saline
3	2	31	0.012714	LSD_0.3
20	1	31	0.004450	LSD_0.1
21	2	31	0.020330	LSD_0.3
2	1	31	0.010299	LSD_0.1
10	0	31	0.004039	Saline
4	0	31	0.004012	Saline
8	1	31	0.014725	LSD_0.1
9	2	31	0.007555	LSD_0.3
15	2	31	0.035303	LSD_0.3
1	0	31	0.015079	Saline
14	1	31	0.003081	LSD_0.1
7	0	31	0.003522	Saline
12	2	31	0.033258	LSD_0.3
11	1	31	0.045503	LSD_0.1
5	1	31	0.003221	LSD_0.1
6	2	31	0.014668	LSD_0.3
22	0	32	0.003278	Saline
23	1	32	0.024143	LSD_0.1
16	0	32	0.004705	Saline
18	2	32	0.012028	LSD_0.3
24	2	32	0.013167	LSD_0.3
19	0	32	0.006084	Saline
17	1	32	0.007610	LSD_0.1
13	0	32	0.001830	Saline
3	2	32	0.013773	LSD_0.3
20	1	32	0.006746	LSD_0.1
21	2	32	0.005337	LSD_0.3
2	1	32	0.020429	LSD_0.1
10	0	32	0.009048	Saline
4	0	32	0.015455	Saline
8	1	32	0.011932	LSD_0.1
9	2	32	0.006611	LSD_0.3
15	2	32	0.030796	LSD_0.3
1	0	32	0.000419	Saline
14	1	32	0.009405	LSD_0.1
7	0	32	0.014380	Saline
